number,url_name,name,alt_name,image_url
250,ho-oh,Ho-oh,Ho-oh,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ho-oh.avif
251,celebi,Celebi,Celebi,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/celebi.avif
252,treecko,Treecko,Treecko,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/treecko.avif
253,grovyle,Grovyle,Grovyle,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/grovyle.avif
254,sceptile,Sceptile,Sceptile,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sceptile.avif
255,torchic,Torchic,Torchic,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/torchic.avif
256,combusken,Combusken,Combusken,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/combusken.avif
257,blaziken,Blaziken,Blaziken,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/blaziken.avif
258,mudkip,Mudkip,Mudkip,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mudkip.avif
259,marshtomp,Marshtomp,Marshtomp,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/marshtomp.avif
260,swampert,Swampert,Swampert,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/swampert.avif
261,poochyena,Poochyena,Poochyena,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/poochyena.avif
262,mightyena,Mightyena,Mightyena,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mightyena.avif
263,zigzagoon,Zigzagoon,Zigzagoon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/zigzagoon.avif
264,linoone,Linoone,Linoone,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/linoone.avif
265,wurmple,Wurmple,Wurmple,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/wurmple.avif
266,silcoon,Silcoon,Silcoon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/silcoon.avif
267,beautifly,Beautifly,Beautifly,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/beautifly.avif
268,cascoon,Cascoon,Cascoon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cascoon.avif
269,dustox,Dustox,Dustox,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dustox.avif
270,lotad,Lotad,Lotad,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/lotad.avif
271,lombre,Lombre,Lombre,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/lombre.avif
272,ludicolo,Ludicolo,Ludicolo,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ludicolo.avif
273,seedot,Seedot,Seedot,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/seedot.avif
274,nuzleaf,Nuzleaf,Nuzleaf,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/nuzleaf.avif
275,shiftry,Shiftry,Shiftry,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/shiftry.avif
276,taillow,Taillow,Taillow,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/taillow.avif
277,swellow,Swellow,Swellow,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/swellow.avif
278,wingull,Wingull,Wingull,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/wingull.avif
279,pelipper,Pelipper,Pelipper,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pelipper.avif
280,ralts,Ralts,Ralts,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ralts.avif
281,kirlia,Kirlia,Kirlia,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kirlia.avif
282,gardevoir,Gardevoir,Gardevoir,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gardevoir.avif
283,surskit,Surskit,Surskit,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/surskit.avif
284,masquerain,Masquerain,Masquerain,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/masquerain.avif
285,shroomish,Shroomish,Shroomish,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/shroomish.avif
286,breloom,Breloom,Breloom,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/breloom.avif
287,slakoth,Slakoth,Slakoth,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/slakoth.avif
288,vigoroth,Vigoroth,Vigoroth,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/vigoroth.avif
289,slaking,Slaking,Slaking,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/slaking.avif
290,nincada,Nincada,Nincada,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/nincada.avif
291,ninjask,Ninjask,Ninjask,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ninjask.avif
292,shedinja,Shedinja,Shedinja,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/shedinja.avif
293,whismur,Whismur,Whismur,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/whismur.avif
294,loudred,Loudred,Loudred,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/loudred.avif
295,exploud,Exploud,Exploud,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/exploud.avif
296,makuhita,Makuhita,Makuhita,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/makuhita.avif
297,hariyama,Hariyama,Hariyama,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/hariyama.avif
298,azurill,Azurill,Azurill,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/azurill.avif
299,nosepass,Nosepass,Nosepass,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/nosepass.avif
300,skitty,Skitty,Skitty,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/skitty.avif
301,delcatty,Delcatty,Delcatty,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/delcatty.avif
302,sableye,Sableye,Sableye,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sableye.avif
303,mawile,Mawile,Mawile,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mawile.avif
304,aron,Aron,Aron,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/aron.avif
305,lairon,Lairon,Lairon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/lairon.avif
306,aggron,Aggron,Aggron,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/aggron.avif
307,meditite,Meditite,Meditite,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/meditite.avif
308,medicham,Medicham,Medicham,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/medicham.avif
309,electrike,Electrike,Electrike,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/electrike.avif
310,manectric,Manectric,Manectric,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/manectric.avif
311,plusle,Plusle,Plusle,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/plusle.avif
312,minun,Minun,Minun,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/minun.avif
313,volbeat,Volbeat,Volbeat,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/volbeat.avif
314,illumise,Illumise,Illumise,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/illumise.avif
315,roselia,Roselia,Roselia,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/roselia.avif
316,gulpin,Gulpin,Gulpin,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gulpin.avif
317,swalot,Swalot,Swalot,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/swalot.avif
318,carvanha,Carvanha,Carvanha,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/carvanha.avif
319,sharpedo,Sharpedo,Sharpedo,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sharpedo.avif
320,wailmer,Wailmer,Wailmer,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/wailmer.avif
321,wailord,Wailord,Wailord,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/wailord.avif
322,numel,Numel,Numel,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/numel.avif
323,camerupt,Camerupt,Camerupt,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/camerupt.avif
324,torkoal,Torkoal,Torkoal,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/torkoal.avif
325,spoink,Spoink,Spoink,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/spoink.avif
326,grumpig,Grumpig,Grumpig,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/grumpig.avif
327,spinda,Spinda,Spinda,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/spinda.avif
328,trapinch,Trapinch,Trapinch,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/trapinch.avif
329,vibrava,Vibrava,Vibrava,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/vibrava.avif
330,flygon,Flygon,Flygon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/flygon.avif
331,cacnea,Cacnea,Cacnea,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cacnea.avif
332,cacturne,Cacturne,Cacturne,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cacturne.avif
333,swablu,Swablu,Swablu,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/swablu.avif
334,altaria,Altaria,Altaria,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/altaria.avif
335,zangoose,Zangoose,Zangoose,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/zangoose.avif
336,seviper,Seviper,Seviper,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/seviper.avif
337,lunatone,Lunatone,Lunatone,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/lunatone.avif
338,solrock,Solrock,Solrock,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/solrock.avif
339,barboach,Barboach,Barboach,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/barboach.avif
340,whiscash,Whiscash,Whiscash,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/whiscash.avif
341,corphish,Corphish,Corphish,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/corphish.avif
342,crawdaunt,Crawdaunt,Crawdaunt,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/crawdaunt.avif
343,baltoy,Baltoy,Baltoy,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/baltoy.avif
344,claydol,Claydol,Claydol,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/claydol.avif
345,lileep,Lileep,Lileep,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/lileep.avif
346,cradily,Cradily,Cradily,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cradily.avif
347,anorith,Anorith,Anorith,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/anorith.avif
348,armaldo,Armaldo,Armaldo,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/armaldo.avif
349,feebas,Feebas,Feebas,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/feebas.avif
350,milotic,Milotic,Milotic,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/milotic.avif
351,castform,Castform,Castform,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/castform.avif
352,kecleon,Kecleon,Kecleon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kecleon.avif
353,shuppet,Shuppet,Shuppet,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/shuppet.avif
354,banette,Banette,Banette,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/banette.avif
355,duskull,Duskull,Duskull,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/duskull.avif
356,dusclops,Dusclops,Dusclops,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dusclops.avif
357,tropius,Tropius,Tropius,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tropius.avif
358,chimecho,Chimecho,Chimecho,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/chimecho.avif
359,absol,Absol,Absol,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/absol.avif
360,wynaut,Wynaut,Wynaut,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/wynaut.avif
361,snorunt,Snorunt,Snorunt,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/snorunt.avif
362,glalie,Glalie,Glalie,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/glalie.avif
363,spheal,Spheal,Spheal,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/spheal.avif
364,sealeo,Sealeo,Sealeo,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sealeo.avif
365,walrein,Walrein,Walrein,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/walrein.avif
366,clamperl,Clamperl,Clamperl,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/clamperl.avif
367,huntail,Huntail,Huntail,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/huntail.avif
368,gorebyss,Gorebyss,Gorebyss,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gorebyss.avif
369,relicanth,Relicanth,Relicanth,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/relicanth.avif
370,luvdisc,Luvdisc,Luvdisc,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/luvdisc.avif
371,bagon,Bagon,Bagon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/bagon.avif
372,shelgon,Shelgon,Shelgon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/shelgon.avif
373,salamence,Salamence,Salamence,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/salamence.avif
374,beldum,Beldum,Beldum,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/beldum.avif
375,metang,Metang,Metang,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/metang.avif
376,metagross,Metagross,Metagross,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/metagross.avif
377,regirock,Regirock,Regirock,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/regirock.avif
378,regice,Regice,Regice,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/regice.avif
379,registeel,Registeel,Registeel,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/registeel.avif
380,latias,Latias,Latias,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/latias.avif
381,latios,Latios,Latios,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/latios.avif
382,kyogre,Kyogre,Kyogre,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kyogre.avif
383,groudon,Groudon,Groudon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/groudon.avif
384,rayquaza,Rayquaza,Rayquaza,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/rayquaza.avif
385,jirachi,Jirachi,Jirachi,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/jirachi.avif
387,turtwig,Turtwig,Turtwig,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/turtwig.avif
388,grotle,Grotle,Grotle,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/grotle.avif
389,torterra,Torterra,Torterra,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/torterra.avif
390,chimchar,Chimchar,Chimchar,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/chimchar.avif
391,monferno,Monferno,Monferno,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/monferno.avif
392,infernape,Infernape,Infernape,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/infernape.avif
393,piplup,Piplup,Piplup,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/piplup.avif
394,prinplup,Prinplup,Prinplup,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/prinplup.avif
395,empoleon,Empoleon,Empoleon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/empoleon.avif
396,starly,Starly,Starly,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/starly.avif
397,staravia,Staravia,Staravia,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/staravia.avif
398,staraptor,Staraptor,Staraptor,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/staraptor.avif
399,bidoof,Bidoof,Bidoof,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/bidoof.avif
400,bibarel,Bibarel,Bibarel,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/bibarel.avif
401,kricketot,Kricketot,Kricketot,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kricketot.avif
402,kricketune,Kricketune,Kricketune,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kricketune.avif
403,shinx,Shinx,Shinx,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/shinx.avif
404,luxio,Luxio,Luxio,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/luxio.avif
405,luxray,Luxray,Luxray,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/luxray.avif
406,budew,Budew,Budew,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/budew.avif
407,roserade,Roserade,Roserade,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/roserade.avif
408,cranidos,Cranidos,Cranidos,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cranidos.avif
409,rampardos,Rampardos,Rampardos,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/rampardos.avif
410,shieldon,Shieldon,Shieldon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/shieldon.avif
411,bastiodon,Bastiodon,Bastiodon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/bastiodon.avif
414,mothim,Mothim,Mothim,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mothim.avif
415,combee,Combee,Combee,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/combee.avif
416,vespiquen,Vespiquen,Vespiquen,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/vespiquen.avif
417,pachirisu,Pachirisu,Pachirisu,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pachirisu.avif
418,buizel,Buizel,Buizel,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/buizel.avif
419,floatzel,Floatzel,Floatzel,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/floatzel.avif
420,cherubi,Cherubi,Cherubi,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cherubi.avif
421,cherrim,Cherrim,Cherrim,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cherrim.avif
422,shellos,Shellos,Shellos,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/shellos.avif
423,gastrodon,Gastrodon,Gastrodon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gastrodon.avif
424,ambipom,Ambipom,Ambipom,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ambipom.avif
425,drifloon,Drifloon,Drifloon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/drifloon.avif
426,drifblim,Drifblim,Drifblim,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/drifblim.avif
427,buneary,Buneary,Buneary,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/buneary.avif
428,lopunny,Lopunny,Lopunny,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/lopunny.avif
429,mismagius,Mismagius,Mismagius,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mismagius.avif
430,honchkrow,Honchkrow,Honchkrow,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/honchkrow.avif
431,glameow,Glameow,Glameow,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/glameow.avif
432,purugly,Purugly,Purugly,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/purugly.avif
433,chingling,Chingling,Chingling,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/chingling.avif
434,stunky,Stunky,Stunky,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/stunky.avif
435,skuntank,Skuntank,Skuntank,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/skuntank.avif
436,bronzor,Bronzor,Bronzor,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/bronzor.avif
437,bronzong,Bronzong,Bronzong,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/bronzong.avif
438,bonsly,Bonsly,Bonsly,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/bonsly.avif
439,mime-jr,Mime Jr.,Mime Jr.,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mime-jr.avif
440,happiny,Happiny,Happiny,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/happiny.avif
441,chatot,Chatot,Chatot,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/chatot.avif
442,spiritomb,Spiritomb,Spiritomb,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/spiritomb.avif
443,gible,Gible,Gible,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gible.avif
444,gabite,Gabite,Gabite,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gabite.avif
445,garchomp,Garchomp,Garchomp,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/garchomp.avif
446,munchlax,Munchlax,Munchlax,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/munchlax.avif
447,riolu,Riolu,Riolu,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/riolu.avif
448,lucario,Lucario,Lucario,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/lucario.avif
449,hippopotas,Hippopotas,Hippopotas,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/hippopotas.avif
450,hippowdon,Hippowdon,Hippowdon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/hippowdon.avif
451,skorupi,Skorupi,Skorupi,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/skorupi.avif
452,drapion,Drapion,Drapion,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/drapion.avif
453,croagunk,Croagunk,Croagunk,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/croagunk.avif
454,toxicroak,Toxicroak,Toxicroak,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/toxicroak.avif
455,carnivine,Carnivine,Carnivine,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/carnivine.avif
456,finneon,Finneon,Finneon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/finneon.avif
457,lumineon,Lumineon,Lumineon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/lumineon.avif
458,mantyke,Mantyke,Mantyke,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mantyke.avif
459,snover,Snover,Snover,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/snover.avif
460,abomasnow,Abomasnow,Abomasnow,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/abomasnow.avif
461,weavile,Weavile,Weavile,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/weavile.avif
462,magnezone,Magnezone,Magnezone,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/magnezone.avif
463,lickilicky,Lickilicky,Lickilicky,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/lickilicky.avif
464,rhyperior,Rhyperior,Rhyperior,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/rhyperior.avif
465,tangrowth,Tangrowth,Tangrowth,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tangrowth.avif
466,electivire,Electivire,Electivire,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/electivire.avif
467,magmortar,Magmortar,Magmortar,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/magmortar.avif
468,togekiss,Togekiss,Togekiss,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/togekiss.avif
469,yanmega,Yanmega,Yanmega,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/yanmega.avif
470,leafeon,Leafeon,Leafeon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/leafeon.avif
471,glaceon,Glaceon,Glaceon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/glaceon.avif
472,gliscor,Gliscor,Gliscor,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gliscor.avif
473,mamoswine,Mamoswine,Mamoswine,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mamoswine.avif
474,porygon-z,Porygon-Z,Porygon-Z,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/porygon-z.avif
475,gallade,Gallade,Gallade,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gallade.avif
476,probopass,Probopass,Probopass,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/probopass.avif
477,dusknoir,Dusknoir,Dusknoir,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dusknoir.avif
478,froslass,Froslass,Froslass,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/froslass.avif
479,rotom,Rotom,Rotom,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/rotom.avif
480,uxie,Uxie,Uxie,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/uxie.avif
481,mesprit,Mesprit,Mesprit,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mesprit.avif
482,azelf,Azelf,Azelf,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/azelf.avif
483,dialga,Dialga,Dialga,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dialga.avif
484,palkia,Palkia,Palkia,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/palkia.avif
485,heatran,Heatran,Heatran,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/heatran.avif
486,regigigas,Regigigas,Regigigas,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/regigigas.avif
488,cresselia,Cresselia,Cresselia,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cresselia.avif
489,phione,Phione,Phione,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/phione.avif
490,manaphy,Manaphy,Manaphy,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/manaphy.avif
491,darkrai,Darkrai,Darkrai,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/darkrai.avif
493,arceus,Arceus,Arceus,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/arceus.avif
494,victini,Victini,Victini,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/victini.avif
495,snivy,Snivy,Snivy,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/snivy.avif
496,servine,Servine,Servine,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/servine.avif
497,serperior,Serperior,Serperior,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/serperior.avif
498,tepig,Tepig,Tepig,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tepig.avif
499,pignite,Pignite,Pignite,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pignite.avif
500,emboar,Emboar,Emboar,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/emboar.avif
501,oshawott,Oshawott,Oshawott,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/oshawott.avif
502,dewott,Dewott,Dewott,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dewott.avif
503,samurott,Samurott,Samurott,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/samurott.avif
504,patrat,Patrat,Patrat,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/patrat.avif
505,watchog,Watchog,Watchog,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/watchog.avif
506,lillipup,Lillipup,Lillipup,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/lillipup.avif
507,herdier,Herdier,Herdier,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/herdier.avif
